,parish,municipality,parish_old,matched_parish
64916,Karlstads s:n,Uppsala lan ,Karlstads s:n,Karlstads s:n
64920,Klle,Uppsala lan ,Klle,Klle
65043,Hvitsand,Uppsala lan ,Hvitsand,Hvitsand
65252,Fogelvik,Uppsala lan ,Fogelvik,Fogelvik
65322,Selfle,Uppsala lan ,Selfle,Selfle
65357,Warnum,Uppsala lan ,Warnum,Warnum
65433,Umea,Vasterbottens lan ,Umea,Umea
65526,Wannas,Vasterbottens lan ,Wannas,Wannas
65554,Umea s:n,Vasterbottens lan ,Umea s:n,Umea s:n
65815,Nora s:n,Vesternorrlands lan ,Nora s:n,Nora s:n
65826,Hassja,Vesternorrlands lan ,Hassja,Hassja
65827,Nyland,Vesternorrlands lan ,Nyland,Nyland
65948,Nordings,Vesternorrlands lan ,Nordings,Nordings
66081,taxi Gud- mundra,Vesternorrlands lan ,tax. i Gud- mundra,taxi Gud- mundra
66112,Timro,Vesternorrlands lan ,Timro,Timro
66430,Kramfors;,Vesternorrlands lan ,Kramfors;,Kramfors;
66586,Indals Liden,Vesternorrlands lan ,Indals Liden,Indals Liden
66822,Kungsor,Vastmanlands lan ,Kungsor,Kungsor
66833,Svedvi,Vastmanlands lan ,Svedvi,Svedvi
66850,Badelunda,Vastmanlands lan ,Badelunda,Badelunda
66892,Arboga,Vastmanlands lan ,Arboga,Arboga
66917,Ilian,Vastmanlands lan ,Ilian,Ilian
67015,Simterno,Vastmanlands lan ,Simterno,Simterno
67016,Erraker,Vastmanlands lan ,Erraker,Erraker
67144,Engsjo,Vastmanlands lan ,Engsjo,Engsjo
67249,Mellerud,Alfsborgs lan ,Mellerud,Mellerud
67290,SAsarp,Alfsborgs lan ,S. Asarp,Asarp
67295,Klnna,Alfsborgs lan ,Klnna,Klnna
67323,Alingsas landsf.,Alfsborgs lan ,Alingsas landsf.,Alingsas landsf.
67340,Edet,Alfsborgs lan ,Edet,Edet
67374,Tunhem,Alfsborgs lan ,Tunhem,Tunhem
67393,Brannhult,Alfsborgs lan ,Brannhult,Brannhult
67396,Kalf,Alfsborgs lan ,Kalf,Kalf
67430,Harred,Alfsborgs lan ,Harred,Harred
67441,Lilla Edet,Alfsborgs lan ,Lilla Edet,Lilla Edet
67483,Asarp,Alfsborgs lan ,Asarp,Asarp
67486,Ryr,Alfsborgs lan ,Ryr,Ryr
67548,Mardakerf,Alfsborgs lan ,Mardakerf,Mardakerf
67600,Alingas landsf,Alfsborgs lan ,Alingas landsf,Alingsas landsf.
67722,Warvik,Alfsborgs lan ,Warvik,Warvik
67795,Surteby,Alfsborgs lan ,Surteby,Surteby
67809,Hvarnum,Alfsborgs lan ,Hvarnum,Hvarnum
68029,Tunhem.,Alfsborgs lan ,Tunhem.,Tunhem
68139,Aminskog,Alfsborgs lan ,Aminskog,Aminskog
68157,VTunhem,Alfsborgs lan ,V. Tunhem,Tunhem
68162,Fjugesta,Alfsborgs lan ,Fjugesta,Fjugesta
68214,Kopparberg,Orebro lan ,Kopparberg,Koppar- berg
68244,Koppar- berg,Orebro lan ,Koppar- berg,Koppar- berg
68248,Hellerfors,Orebro lan ,Hellerfors,Hellerfors
68250,Bjurkarn,Orebro lan ,Bjurkarn,Bjurkarn
68274,Bjorkhyttan Linde s:n,Orebro lan ,Bjorkhyttan Linde s:n,Bjorkhyttan Linde s:n
68307,Nora s:n,Orebro lan ,Nora s:n,Nora s:n
68309,Lindes s:n,Orebro lan ,Lindes s:n,Linde s:n
68311,Qvissbro,Orebro lan ,Qvissbro,Qvissbro
68313,Grythytte,Orebro lan ,Grythytte,Grythytte
68498,Linde s:n,Orebro lan ,Linde s:n,Linde s:n
68582,Mellan-Karlskoga,Orebro lan ,Mellan-Karlskoga,Mellan-Karlskoga
68585,Gryt- hytte,Orebro lan ,Gryt- hytte,Grythytte
68791,Sabylund,Orebro lan ,Sabylund,Sabylund
68852,Klsta,Orebro lan ,Klsta,Klosta
68857,Elfvestorp,Orebro lan ,Elfvestorp,Elfvestorp
68965,Grythyt- te,Orebro lan ,Grythyt- te,Grythytte
69046,Bjurkarns,Orebro lan ,Bjurkarns,Bjurkarn
69094,Kop- parberg,Orebro lan ,Kop- parberg,Koppar- berg
69153,Olsboda,Orebro lan ,Olsboda,Olsboda
69160,Atvidaberg,Ostergotlands lan ,Atvidaberg,Atvidaberg
69164,Tollstad,Ostergotlands lan ,Tollstad,Tollstad
69171,VTollstad,Ostergotlands lan ,V. Tollstad,Tollstad
69210,Kanikegard,Ostergotlands lan ,Kanikegard,Kanikegard
69216,Eneby,Ostergotlands lan ,Eneby,Eneby
69238,Klsa,Ostergotlands lan ,Klsa,Klsa
69291,Roringe,Ostergotlands lan ,Roringe,Roringe
69354,Veit,Ostergotlands lan ,Veit,Veit
69471,Tangarp,Ostergotlands lan ,Tangarp,Tangarp
69501,Wanga,Ostergotlands lan ,Wanga,Wanga
69619,Per,Ostergotlands lan ,Per,Per
69678,S:t-Johannis,Ostergotlands lan ,S:t-Johannis,S:t-Johannis
69709,Kloster,Ostergotlands lan ,Kloster,Kloster
69732,Klfvelstad,Ostergotlands lan ,Klfvelstad,Klfvelstad
69849,Arkeby,Ostergotlands lan ,Arkeby,Arkeby
69859,Pers,Ostergotlands lan ,Pers,Pers
69920,VNy,Ostergotlands lan ,V. Ny,VNy
69934,Annx,Ostergotlands lan ,Annx,Annx
69946,Atved,Ostergotlands lan ,Atved,Atved
69987,Ato,Ostergotlands lan ,Ato,Ato
70091,Vi,Ostergotlands lan ,Vi,Vi
70103,Hof,Ostergotlands lan ,Hof,Hof
70190,Eeneby,Ostergotlands lan ,Eeneby,Eneby
70231,Osbo,Ostergotlands lan ,Osbo,Osbo
70329,Atvidabergo,Ostergotlands lan ,Atvidabergo,Atvidaberg
70334,VEneby,Ostergotlands lan ,V. Eneby,Eneby
70351,Ving,Skaraborgs lan ,Ving,NVing
70404,Versas,Skaraborgs lan ,Versas,Versas
70422,Grastorp,Skaraborgs lan ,Grastorp,Grastorp
70442,Skarf,Skaraborgs lan ,Skarf,Skarf
70468,Larf,Skaraborgs lan ,Larf,Larf
70484,Skofde landssocken,Skaraborgs lan ,Skofde landssocken,Skofde landssocken
70488,Asaka,Skaraborgs lan ,Asaka,Asaka
70509,Bjerka,Skaraborgs lan ,Bjerka,Bjerka
70518,Skara lands- socken,Skaraborgs lan ,Skara lands- socken,Skara lands- socken
70523,Hvarf,Skaraborgs lan ,Hvarf,Hvarf
70534,Nkyrktorp,Skaraborgs lan ,N. kyrktorp,N. kyrktorp
70553,Kyrkefalla,Skaraborgs lan ,Kyrkefalla,Kyrkefalla
70566,Kyrke- falla,Skaraborgs lan ,Kyrke- falla,Kyrkefalla
70568,Nfagelas,Skaraborgs lan ,N. fagelas,N. fagelas
70713,NVing,Skaraborgs lan ,N. Ving,NVing
70845,Kallandso,Skaraborgs lan ,Kallandso,Kallandso
70869,Kyrkej- falla,Skaraborgs lan ,Kyrkej- falla,Kyrkefalla
70910,Skara landss-n,Skaraborgs lan ,Skara landss-n,Skara landss-n
70934,Skarke,Skaraborgs lan ,Skarke,Skarke
70943,Skofde landss:n,Skaraborgs lan ,Skofde landss:n,Skofde landss:n
70969,Skara landss:n,Skaraborgs lan ,Skara landss:n,Skara landss-n
22,o,Stockholm,o,o
699,Ad.,Stockholm,Ad.,Ad.
2916,V.,Stockholm,V.,V.
4852,Q.,Stockholm,Q.,Q.
4941,IJ.,Stockholm,IJ.,IJ.
5801,K.,Stockholm,K.,K.
7818,j.,Stockholm,j.,j.
12369,D.,Stockholm,D.,D.
17038,F.,Stockholm,F.,F.
21268,Khh,Stockholm,Khh,Khh
23212,U.,Stockholm,U.,U.
35790,T.,Goteborg ,T.,T.
36775,K.,Halmstad ,K.,K.
47543,F.,Uddevalla ,F.,F.
56423,Wa,Kristianstads lan ,Wa,Wa
56737,Adolf,Kristianstads lan ,Adolf,Adolf
57195,Lenhofer,Kronobergs lan ,Lenhofer,Lenhofer
57523,Dref,Kronobergs lan ,Dref,Dref
57697,Ohr,Kronobergs lan ,Ohr,Ohr
66326,Nylund,Vesternorrlands lan ,Nylund,Nylund
66445,Kronofors,Vesternorrlands lan ,Kronofors,Kronofors
70674,Ohm,Skaraborgs lan ,Ohm,Ohm
